Customer_ID,Gender,Age,Membership_Type,Items_Purchased,Total_Spend,Discount_Applied,Days_Since_Last_Purchase,Average_Rating,Satisfaction_Score,Region
2369,Male,49,Gold,5,609.1,1,18,2,0.81,West
2370,Female,62,Platinum,2,423.93,1,81,4,0.74,East
2371,Female,33,Silver,6,685.61,0,27,4,0.45,West
2372,Female,22,Basic,2,817.98,1,67,3,0.9,South
2373,Female,21,Basic,3,701.7,0,13,1,0.91,North
2374,Female,38,Silver,3,620.73,1,17,3,0.44,South
2375,Female,57,Silver,2,670.18,1,61,4,0.48,West
2376,Female,31,Basic,5,779.22,0,18,3,0.49,South
2377,Male,56,Basic,3,859.2,1,17,3,0.28,West
2378,Female,48,Silver,2,457.34,0,56,4,0.11,West
2379,Male,31,Gold,3,603.36,0,48,3,0.26,East
2380,Female,23,Platinum,2,690.69,0,16,2,0.84,West
2381,Female,29,Gold,3,625.8,1,86,3,0.54,North
2382,Male,33,Gold,2,679.45,1,25,5,0.85,West
2383,Female,34,Silver,3,931.29,0,65,3,0.75,West
2384,Female,62,Platinum,3,560.73,0,27,3,0.35,North
2385,Male,40,Silver,3,388.09,0,14,3,0.19,West
2386,Female,31,Gold,2,877.51,0,50,3,0.57,South
2387,Female,24,Platinum,3,865.17,0,29,4,0.94,East
2388,Female,63,Platinum,6,681.49,0,81,5,0.84,North
2389,Male,49,Basic,2,525.73,0,28,4,0.76,North
2390,Female,32,Basic,5,728.63,0,21,3,0.76,South
2391,Female,61,Basic,5,604.9,1,24,3,0.53,North
2392,Female,34,Basic,7,553.59,0,46,1,0.17,South
2393,Female,58,Basic,5,498.54,1,60,1,0.29,North
2394,Male,64,Basic,5,597.56,0,20,5,0.58,West
2395,Male,61,Basic,5,682.03,0,52,4,0.32,North
2396,Female,51,Silver,2,624.63,1,22,1,0.78,East
2397,Female,22,Gold,3,732.65,0,68,3,0.37,North
2398,Male,62,Basic,1,567.11,1,16,3,0.11,North
2399,Male,44,Silver,4,537.21,0,21,5,0.78,East
2400,Female,40,Gold,5,658.12,0,44,3,0.7,North
2401,Male,57,Silver,4,612.95,1,62,5,0.25,South
2402,Female,31,Platinum,5,822.61,1,21,4,0.98,South
2403,Male,32,Basic,3,548.01,1,11,1,0.4,East
2404,Male,60,Basic,5,524.66,0,60,5,0.68,West
2405,Male,50,Silver,2,574.68,0,37,3,0.91,North
2406,Male,48,Basic,3,538.03,1,44,3,0.16,East
2407,Female,52,Silver,5,505.47,0,22,5,0.88,East
2408,Male,34,Basic,3,355.18,0,84,3,0.7,North
2409,Male,45,Basic,5,426.96,1,66,3,0.17,West
2410,Female,36,Basic,4,581.97,1,43,5,0.66,North
2411,Male,63,Basic,3,403.86,1,75,4,0.87,North
2412,Male,40,Silver,3,684.7,1,21,3,0.8,East
2413,Female,49,Silver,6,655.5,1,33,4,0.76,West
2414,Male,57,Basic,5,499.52,0,17,5,0.16,East
2415,Female,30,Basic,5,592.07,0,36,3,0.19,West
2416,Female,37,Basic,5,571.26,1,14,4,0.55,West
2417,Female,52,Basic,1,329.28,0,37,5,0.58,East
2418,Female,22,Gold,2,666.74,0,31,5,0.94,West
2419,Male,26,Basic,2,510.38,1,4,4,0.47,North
2420,Female,46,Gold,8,453.79,1,6,2,0.3,East
2421,Male,23,Gold,3,701.73,1,50,4,0.19,East
2422,Male,42,Basic,2,636.48,0,85,3,0.05,North
2423,Male,48,Silver,3,736.69,1,77,4,0.07,West
2424,Male,39,Platinum,5,582.32,1,38,3,0.57,West
2425,Male,19,Gold,2,632.3,1,79,4,0.18,West
2426,Male,62,Silver,7,719.87,0,5,3,0.85,North
2427,Male,22,Gold,2,851.45,0,38,5,0.6,East
2428,Male,44,Gold,3,553.28,0,24,2,0.86,South
2429,Male,42,Basic,3,637.21,1,18,2,0.43,East
2430,Male,25,Gold,5,686.04,1,32,5,0.6,South
2431,Female,18,Silver,3,684.84,1,71,3,0.53,East
2432,Female,37,Silver,5,523.02,0,72,4,0.99,South
2433,Female,61,Platinum,4,583.2,1,89,5,0.8,North
2434,Male,40,Gold,2,684.56,1,30,4,0.6,West
2435,Female,49,Basic,5,626.4,1,88,4,0.61,North
2436,Female,28,Basic,3,887.2,1,30,1,0.25,West
2437,Female,56,Silver,0,553.57,1,5,4,0.73,East
2438,Male,64,Gold,3,480.04,0,4,3,0.98,North
2439,Male,41,Silver,6,672.68,1,51,4,0.13,East
2440,Male,28,Platinum,3,459.24,0,9,5,0.64,West
2441,Male,46,Gold,3,531.23,0,55,4,0.52,East
2442,Female,43,Silver,3,612.1,1,33,5,0.85,North
2443,Female,33,Basic,7,595.06,0,31,5,0.0,South
2444,Female,52,Silver,2,590.94,0,83,4,0.14,West
2445,Female,37,Silver,4,515.48,1,54,4,0.04,East
2446,Male,63,Silver,3,655.46,1,61,3,0.16,South
2447,Male,20,Silver,5,925.89,1,66,2,0.71,South
2448,Male,18,Silver,5,724.42,1,20,1,0.14,North
2449,Female,64,Basic,5,323.44,1,76,1,0.62,East
2450,Male,18,Basic,1,538.9,1,85,5,0.87,North
2451,Male,34,Silver,4,679.8,0,61,3,0.03,East
2452,Female,19,Basic,6,375.63,0,36,4,0.03,South
2453,Female,46,Basic,7,236.77,0,84,4,0.99,East
2454,Male,37,Basic,5,491.27,0,20,4,0.67,West
2455,Male,23,Silver,2,478.7,1,45,4,0.14,South
2456,Male,25,Basic,1,846.01,0,46,3,0.31,West
2457,Male,46,Gold,1,653.32,1,18,5,0.99,North
2458,Male,50,Silver,0,578.31,1,70,5,0.23,West
2459,Male,20,Silver,3,552.61,0,74,4,0.75,North
2460,Female,52,Gold,2,667.6,0,18,5,0.24,North
2461,Female,22,Basic,3,629.71,1,64,2,0.4,West
2462,Female,44,Silver,4,667.32,1,34,2,0.88,East
2463,Male,61,Platinum,4,648.47,0,79,4,0.03,West
2464,Female,29,Gold,5,755.87,1,3,5,0.31,East
2465,Male,37,Platinum,7,604.92,0,72,3,0.49,North
2466,Male,62,Gold,2,716.8,0,11,4,0.63,West
2467,Female,37,Basic,3,653.53,1,46,1,0.03,West
2468,Male,26,Basic,5,630.37,0,42,5,0.41,East
2469,Male,56,Silver,5,540.05,1,17,5,0.34,West
2470,Female,21,Basic,2,590.18,1,47,3,0.03,West
2471,Female,36,Basic,6,592.81,1,30,5,0.36,East
2472,Female,55,Gold,7,761.81,0,43,2,0.93,East
2473,Male,44,Basic,3,635.35,1,8,4,0.27,South
2474,Female,62,Basic,5,464.44,0,40,2,0.59,East
2475,Female,60,Gold,5,368.0,0,71,3,0.3,North
2476,Male,30,Gold,1,429.32,0,20,3,0.11,North
2477,Female,30,Basic,3,496.66,0,76,3,0.29,East
2478,Female,39,Gold,5,669.14,1,85,5,0.47,South
2479,Female,45,Gold,7,507.14,0,28,3,0.3,South
2480,Male,64,Silver,4,783.97,0,28,3,0.62,West
2481,Male,62,Basic,0,416.01,1,59,4,0.95,South
2482,Male,39,Basic,5,699.44,1,62,4,0.07,North
2483,Male,60,Silver,6,320.56,1,80,5,0.72,North
2484,Female,36,Basic,4,432.41,1,74,4,0.0,East
2485,Male,25,Platinum,6,451.0,0,54,5,0.0,East
2486,Male,25,Gold,3,449.14,0,86,3,0.13,West
2487,Female,59,Gold,4,504.37,0,7,3,0.48,East
2488,Female,43,Platinum,1,718.0,1,68,3,0.05,South
2489,Female,43,Gold,3,707.64,1,24,3,0.72,West
2490,Male,40,Basic,6,448.97,0,41,3,0.03,East
2491,Male,60,Basic,3,570.57,1,54,4,0.5,East
2492,Male,30,Gold,4,668.16,0,14,3,0.68,East
2493,Female,45,Basic,2,572.25,1,44,5,0.24,East
2494,Female,26,Silver,6,836.57,1,49,5,0.58,East
2495,Male,37,Silver,10,657.3,0,63,4,0.26,North
2496,Female,36,Platinum,6,470.52,1,81,4,0.21,West
2497,Female,56,Silver,1,485.43,1,45,3,0.82,North
2498,Female,29,Gold,7,454.99,0,72,3,0.33,West
2499,Male,32,Basic,6,495.11,0,77,5,0.81,South
2500,Female,48,Silver,2,603.23,0,7,1,0.22,South
2501,Female,31,Basic,4,564.67,0,3,3,0.36,South
2502,Male,28,Gold,9,529.56,0,88,3,0.1,West
2503,Male,43,Basic,1,687.27,0,47,4,0.5,North
2504,Female,59,Gold,4,651.44,0,88,3,0.38,North
2505,Female,44,Basic,4,363.06,0,61,5,0.01,East
2506,Male,28,Basic,3,408.9,1,71,3,0.46,West
2507,Male,55,Silver,5,452.34,0,30,5,0.07,South
2508,Female,51,Silver,2,478.83,0,5,5,0.84,West
2509,Female,60,Basic,3,504.13,0,85,5,0.49,East
2510,Female,36,Basic,1,539.5,0,72,4,0.69,North
2511,Female,23,Gold,7,653.46,1,7,2,0.82,East
2512,Male,63,Silver,10,431.41,0,39,5,0.05,East
2513,Female,55,Basic,3,485.32,1,2,5,0.34,East
2514,Female,59,Gold,2,362.43,0,43,3,0.03,East
2515,Male,45,Basic,4,461.81,1,12,4,0.05,North
2516,Female,18,Silver,8,568.83,1,28,2,0.04,North
2517,Male,52,Basic,3,465.44,0,19,4,0.48,North
2518,Female,57,Silver,7,445.23,1,28,2,0.45,North
2519,Female,25,Basic,10,523.13,0,76,4,0.06,South
2520,Male,64,Platinum,3,635.4,0,70,4,0.26,West
2521,Male,24,Basic,6,462.3,1,19,3,0.24,South
2522,Female,28,Basic,4,753.28,0,64,5,0.3,East
2523,Female,56,Basic,2,473.05,1,9,5,0.64,East
2524,Female,21,Gold,4,537.53,0,41,4,0.7,East
2525,Male,42,Silver,2,773.68,1,50,5,0.34,East
2526,Female,29,Gold,2,686.16,1,10,5,0.79,South
2527,Male,43,Platinum,6,579.15,1,74,4,0.42,North
2528,Male,55,Platinum,6,655.72,0,82,3,0.52,East
2529,Female,63,Gold,3,409.92,0,54,4,0.15,South
2530,Male,29,Basic,2,870.96,1,10,5,0.23,South
2531,Female,60,Gold,5,417.78,1,7,4,0.73,East
2532,Female,54,Basic,3,631.27,0,32,4,0.98,East
2533,Female,63,Gold,4,768.46,0,54,5,0.7,South
2534,Female,41,Silver,4,639.45,0,70,1,0.05,West
2535,Female,33,Gold,5,592.29,0,83,1,0.14,South
2536,Male,30,Silver,2,768.83,0,63,5,0.45,West
2537,Male,42,Silver,4,693.06,0,34,1,0.73,East
2538,Female,21,Platinum,4,526.96,0,43,3,0.17,North
2539,Female,28,Basic,5,831.36,1,5,5,0.75,North
2540,Male,49,Basic,2,488.34,1,19,4,0.56,West
2541,Male,24,Silver,3,843.82,0,54,4,0.77,East
2542,Male,63,Platinum,7,688.99,0,14,4,0.56,East
2543,Male,28,Basic,4,540.97,1,10,3,0.6,West
2544,Female,45,Basic,7,446.83,0,49,4,0.25,North
2545,Female,58,Basic,5,623.99,0,11,4,0.72,South
2546,Male,40,Basic,6,507.36,1,31,3,0.84,West
2547,Female,62,Platinum,4,616.18,0,66,5,0.87,East
2548,Male,40,Gold,5,714.53,0,10,3,0.03,East
2549,Female,45,Silver,6,732.6,1,21,2,0.62,North
2550,Male,60,Silver,5,808.3,0,1,3,0.99,West
2551,Female,64,Gold,3,446.24,0,46,3,0.59,West
2552,Male,43,Basic,4,636.2,0,75,5,0.17,West
2553,Male,42,Basic,5,387.9,0,74,3,0.88,East
2554,Female,46,Silver,5,600.59,1,20,2,0.26,South
2555,Male,36,Basic,3,366.9,1,21,3,0.05,West
2556,Female,50,Silver,3,917.77,1,37,4,0.43,South
2557,Female,53,Basic,1,794.21,1,14,3,0.1,East
2558,Male,31,Basic,2,368.73,0,58,2,0.12,South
2559,Female,31,Basic,2,505.84,0,57,4,0.46,South
2560,Female,52,Gold,5,708.49,0,57,5,0.61,South
2561,Female,47,Basic,8,635.12,0,69,5,0.91,East
2562,Female,45,Platinum,7,602.88,0,70,5,0.71,East
2563,Female,34,Basic,3,637.73,1,24,3,0.84,East
2564,Male,20,Gold,4,727.97,0,80,4,0.41,South
2565,Female,33,Gold,5,901.5,0,60,4,0.32,North
2566,Female,63,Platinum,3,430.09,1,23,1,0.59,North
2567,Female,47,Gold,3,569.28,0,47,3,0.7,North
2568,Female,46,Basic,5,330.17,1,38,2,0.57,South
2569,Female,62,Basic,8,592.28,0,80,2,0.26,North
2570,Male,32,Silver,3,846.22,0,52,2,0.37,East
2571,Female,63,Basic,8,671.03,1,13,5,0.45,South
2572,Male,42,Basic,2,715.76,1,8,5,0.01,West
2573,Male,55,Gold,2,627.22,0,32,3,0.88,North
2574,Male,59,Silver,6,492.3,0,86,3,0.51,South
2575,Male,64,Silver,1,369.77,0,17,2,0.75,West
2576,Female,55,Platinum,3,817.66,0,5,3,0.17,South
2577,Male,40,Silver,5,532.89,1,72,4,0.56,West
2578,Male,42,Silver,5,572.78,0,50,5,0.93,East
2579,Female,59,Gold,3,305.7,0,83,2,0.21,South
2580,Female,24,Basic,4,503.02,1,12,3,0.35,East
2581,Female,39,Basic,3,619.78,1,89,5,0.39,East
2582,Male,34,Platinum,2,651.23,0,44,2,0.38,West
2583,Female,35,Platinum,2,841.27,0,77,3,0.6,North
2584,Female,58,Gold,3,562.15,0,68,3,0.39,West
2585,Male,27,Silver,6,584.0,1,59,2,0.67,North
2586,Female,27,Gold,3,828.26,0,10,5,0.48,West
2587,Female,24,Basic,3,776.03,0,48,4,0.16,South
2588,Female,55,Basic,1,388.83,0,28,3,0.95,North
2589,Female,44,Silver,2,817.27,0,5,3,0.24,South
2590,Male,50,Silver,2,359.27,0,44,5,0.56,West
2591,Female,18,Basic,1,670.59,0,31,2,0.06,East
2592,Female,61,Basic,4,712.85,1,16,2,0.92,West
2593,Male,51,Basic,7,628.09,0,23,5,0.93,South
2594,Female,21,Silver,5,543.67,1,21,5,0.36,West
2595,Male,34,Gold,4,532.86,0,2,5,0.12,East
2596,Female,21,Silver,2,229.09,0,23,4,0.77,East
2597,Male,60,Basic,3,622.71,0,80,3,0.26,West
2598,Male,43,Silver,1,604.87,0,11,5,0.7,West
2599,Male,21,Silver,1,825.79,0,73,4,0.92,South
2600,Male,18,Silver,2,559.19,0,2,3,0.59,East
2601,Female,24,Basic,6,521.01,0,82,3,0.86,North
2602,Male,47,Silver,2,523.09,0,13,1,0.22,South
2603,Female,26,Platinum,3,474.11,1,45,3,0.91,North
2604,Male,52,Basic,4,531.75,1,72,3,0.23,East
2605,Male,25,Basic,1,445.44,0,10,2,0.23,East
2606,Male,41,Silver,6,692.03,1,81,1,0.88,South
2607,Female,36,Silver,5,659.84,1,88,3,0.55,East
2608,Male,53,Basic,8,381.9,1,21,2,0.8,North
2609,Female,60,Basic,6,614.18,0,1,1,0.8,West
2610,Female,44,Basic,5,767.11,0,16,2,0.65,South
2611,Female,49,Platinum,5,758.65,0,43,3,0.19,West
2612,Female,31,Gold,0,444.06,0,6,3,0.69,West
2613,Female,35,Silver,1,799.89,0,76,4,0.06,South
2614,Female,45,Gold,6,520.58,0,11,3,0.2,North
2615,Female,46,Basic,1,603.22,0,82,2,0.64,East
2616,Female,33,Gold,6,547.23,0,66,5,0.91,East
2617,Female,52,Silver,8,419.51,1,49,4,0.77,South
2618,Male,64,Basic,1,483.02,0,20,4,0.33,North
2619,Male,48,Gold,4,786.75,0,21,4,0.82,South
2620,Male,21,Gold,3,790.83,1,36,3,0.97,South
2621,Male,54,Gold,4,702.12,0,38,4,0.33,East
2622,Male,34,Basic,3,566.2,1,56,4,0.19,South
2623,Female,56,Platinum,2,870.18,1,11,3,0.2,North
2624,Female,63,Platinum,4,748.24,0,18,4,0.4,North
2625,Female,43,Basic,4,582.44,0,81,5,0.05,North
2626,Female,56,Basic,5,306.83,0,45,3,0.49,North
2627,Female,58,Basic,4,729.19,1,26,1,0.73,East
2628,Female,21,Platinum,5,786.23,1,59,3,0.53,East
2629,Female,47,Silver,6,664.3,0,6,2,0.97,East
2630,Male,47,Basic,0,313.47,0,43,3,0.46,East
2631,Male,39,Basic,3,629.74,0,52,3,0.01,North
2632,Male,28,Basic,3,926.41,0,62,3,0.47,North
2633,Male,19,Silver,2,576.96,1,17,5,0.93,South
2634,Female,61,Silver,6,894.56,1,77,4,0.1,South
2635,Female,29,Platinum,2,705.32,0,46,4,0.22,East
2636,Female,47,Silver,6,607.09,0,41,1,0.72,South
2637,Male,53,Gold,6,810.43,0,13,2,0.29,East
2638,Female,35,Basic,3,508.78,0,6,5,0.77,East
2639,Female,43,Basic,4,414.54,1,86,3,0.42,East
2640,Female,24,Silver,4,417.66,1,33,1,0.8,West
2641,Male,18,Basic,2,631.14,0,4,5,0.55,South
2642,Female,43,Basic,4,666.88,0,78,3,0.08,South
2643,Male,40,Platinum,4,497.66,1,50,3,0.39,East
2644,Male,43,Silver,2,782.93,1,48,5,0.33,North
2645,Male,62,Basic,1,613.25,0,27,1,0.81,West
2646,Male,23,Basic,6,724.41,0,6,4,0.62,South
2647,Female,23,Basic,0,497.76,0,58,5,0.78,North
2648,Male,61,Platinum,6,572.7,0,63,2,0.37,East
2649,Male,25,Basic,3,335.18,0,1,5,0.69,East
2650,Female,41,Basic,4,557.83,0,28,3,0.07,South
2651,Female,39,Silver,4,633.84,1,29,5,0.04,South
2652,Male,36,Basic,1,515.92,1,28,3,0.29,West
2653,Female,54,Basic,7,590.9,0,74,5,0.77,South
2654,Male,35,Basic,1,635.86,0,82,4,0.53,West
2655,Male,48,Basic,6,519.77,1,68,4,0.41,East
2656,Male,54,Basic,3,560.33,0,41,5,0.9,North
2657,Male,47,Basic,4,490.34,1,55,3,0.5,North
2658,Female,59,Gold,5,458.81,0,32,3,0.61,West
2659,Male,50,Basic,10,784.42,0,69,3,0.99,West
2660,Female,27,Gold,1,385.49,0,22,3,0.52,South
2661,Female,54,Gold,2,728.08,1,57,4,0.78,South
2662,Female,29,Silver,3,395.34,0,22,5,0.41,South
2663,Female,47,Basic,4,826.72,1,66,4,0.04,North
2664,Male,44,Basic,6,686.29,1,41,3,0.83,South
2665,Female,56,Gold,4,543.94,1,43,5,0.94,South
2666,Male,26,Silver,3,741.59,1,34,3,0.43,East
2667,Female,38,Silver,5,763.07,0,2,4,0.5,West
2668,Female,29,Basic,4,686.83,0,59,2,0.42,South
2669,Male,46,Platinum,4,671.09,0,36,2,1.0,East
2670,Male,50,Basic,4,633.56,0,8,4,0.9,North
2671,Male,60,Basic,3,812.5,0,33,2,0.04,South
2672,Female,32,Silver,6,596.27,1,33,3,0.78,North
2673,Female,19,Basic,1,618.01,1,68,4,0.6,North
2674,Male,56,Silver,6,729.34,1,18,3,0.03,North
2675,Male,61,Gold,4,552.24,0,64,4,0.44,North
2676,Male,35,Gold,2,765.0,1,61,5,0.15,West
2677,Male,20,Gold,5,733.8,1,83,4,0.87,North
2678,Female,24,Silver,5,1026.89,0,10,4,0.01,East
2679,Male,60,Silver,2,581.51,0,50,3,0.87,East
2680,Male,35,Basic,5,689.77,0,22,4,0.94,North
2681,Male,61,Silver,9,670.04,0,39,1,0.07,North
2682,Male,55,Basic,4,721.53,0,65,4,0.72,West
2683,Female,54,Basic,2,589.37,1,30,2,0.55,South
2684,Male,50,Basic,1,669.71,0,5,3,0.95,North
2685,Female,61,Silver,5,621.8,1,26,4,0.8,East
2686,Male,48,Silver,3,729.0,1,63,4,0.69,East
2687,Male,28,Platinum,2,311.76,0,46,3,0.93,West
2688,Female,21,Basic,5,564.22,0,31,3,0.16,East
2689,Male,35,Platinum,5,918.19,1,41,4,0.38,East
2690,Female,21,Gold,8,831.12,0,12,5,0.84,North
2691,Female,51,Silver,2,645.5,0,17,1,0.1,West
2692,Male,46,Silver,4,688.83,0,18,3,0.94,East
2693,Female,41,Basic,7,677.98,1,66,1,0.75,East
2694,Female,39,Gold,4,694.6,0,88,3,0.44,West
2695,Female,19,Silver,3,468.52,0,39,4,0.34,West
2696,Female,61,Platinum,1,500.18,0,74,2,0.15,East
2697,Female,23,Silver,2,502.38,1,33,4,0.09,South
2698,Female,59,Gold,6,533.29,0,88,5,0.42,North
2699,Female,42,Gold,3,836.1,1,75,4,0.84,East
2700,Female,38,Basic,7,425.05,0,8,5,0.53,East
2701,Male,33,Basic,3,894.57,1,26,4,0.45,North
2702,Male,48,Silver,1,660.78,1,76,5,0.32,East
2703,Female,31,Silver,1,424.94,0,35,2,0.16,East
2704,Male,56,Basic,4,514.53,1,57,3,0.99,West
2705,Female,45,Gold,2,665.78,1,79,4,0.03,East
2706,Female,49,Silver,3,406.16,1,21,5,0.31,South
2707,Male,45,Platinum,6,547.76,0,37,3,0.77,West
2708,Female,26,Gold,5,429.45,1,5,1,0.52,East
2709,Female,62,Silver,2,695.32,0,17,5,0.31,East
2710,Female,39,Platinum,8,431.81,1,82,1,0.99,North
2711,Female,49,Silver,5,373.8,0,25,3,0.62,North
2712,Male,22,Gold,5,819.63,1,61,3,0.3,South
2713,Female,40,Basic,5,554.24,0,37,4,0.85,North
2714,Female,22,Basic,0,541.05,0,84,5,0.15,North
2715,Female,59,Silver,7,670.7,1,66,3,0.46,South
2716,Male,49,Silver,7,595.84,0,13,4,0.84,East
2717,Female,27,Silver,4,476.6,0,40,3,0.98,North
2718,Male,56,Silver,2,508.4,1,42,4,0.38,North
2719,Male,32,Basic,6,707.77,0,84,3,0.14,South
2720,Female,24,Platinum,10,455.38,0,70,2,0.57,North
2721,Female,46,Silver,1,594.59,1,75,5,0.94,West
2722,Male,64,Silver,6,850.18,0,25,2,0.67,North
2723,Female,20,Silver,5,555.38,0,42,4,0.6,East
2724,Male,36,Gold,4,784.87,1,10,5,0.31,South
2725,Male,27,Platinum,9,448.53,1,43,3,0.61,East
2726,Female,45,Silver,4,627.67,1,68,3,0.88,East
2727,Female,46,Basic,6,786.91,1,89,3,0.38,East
2728,Male,32,Silver,4,514.41,0,28,3,0.24,South
2729,Male,52,Silver,3,887.59,0,24,5,0.48,West
2730,Male,23,Gold,6,591.94,1,41,3,0.38,North
2731,Male,29,Basic,4,425.61,1,61,5,0.47,East
2732,Female,64,Platinum,6,750.59,1,5,5,0.1,South
2733,Female,55,Silver,8,837.78,1,11,5,0.34,North
2734,Female,30,Platinum,2,412.94,1,8,2,0.83,South
2735,Female,46,Basic,4,666.22,0,21,3,0.4,East
2736,Female,36,Gold,1,499.07,1,64,3,0.97,South
2737,Male,20,Platinum,3,446.78,1,5,4,0.71,East
2738,Female,25,Platinum,5,467.7,0,34,1,0.37,South
2739,Female,25,Basic,7,631.53,0,9,5,0.25,East
2740,Female,37,Basic,6,794.02,1,38,4,0.69,North
2741,Female,64,Silver,1,590.86,1,43,4,0.3,South
2742,Female,21,Basic,2,663.0,1,10,4,0.93,South
2743,Male,38,Basic,4,516.91,1,12,4,0.12,North
2744,Male,20,Basic,7,581.05,0,18,3,0.03,East
2745,Male,62,Silver,5,469.78,1,87,3,0.22,West
2746,Female,25,Silver,7,328.41,1,12,4,0.61,East
2747,Male,40,Basic,6,523.23,0,31,4,0.83,East
2748,Male,33,Basic,7,769.39,1,11,3,0.17,North
2749,Female,30,Silver,6,225.79,0,27,5,0.58,West
2750,Female,20,Silver,3,765.2,0,21,5,0.14,South
2751,Female,26,Basic,9,649.31,1,74,3,0.56,West
2752,Male,31,Basic,10,579.21,1,13,4,0.02,South
2753,Male,30,Platinum,4,521.2,1,45,3,0.56,South
2754,Female,24,Platinum,2,671.84,1,47,3,0.52,North
2755,Female,32,Platinum,4,809.78,0,25,5,0.04,East
2756,Male,24,Gold,5,638.7,0,77,5,0.69,East
2757,Male,55,Basic,1,568.44,1,64,4,0.57,West
2758,Female,51,Silver,3,1004.85,0,70,5,0.62,East
2759,Female,58,Silver,3,612.92,0,28,4,0.53,South
2760,Male,39,Silver,5,354.25,1,20,4,0.72,North
2761,Female,41,Basic,4,649.17,0,84,4,0.53,East
2762,Male,54,Silver,3,511.74,1,41,3,0.92,East
2763,Male,61,Silver,3,547.04,0,4,2,0.94,South
2764,Male,18,Basic,6,791.77,1,84,3,0.73,West
2765,Male,27,Gold,4,731.67,1,69,4,0.91,East
2766,Female,60,Basic,6,335.69,0,86,4,0.92,South
2767,Female,33,Basic,5,340.6,1,24,4,0.26,West
2768,Male,63,Basic,5,621.16,0,17,3,0.99,East
2769,Male,25,Basic,5,745.89,0,5,3,0.27,South
2770,Male,42,Basic,3,263.1,1,57,3,0.02,South
2771,Male,29,Platinum,5,746.94,1,26,3,0.96,East
2772,Male,42,Silver,3,969.91,1,72,5,0.22,South
2773,Female,34,Silver,5,777.95,1,73,4,0.58,East
2774,Female,43,Basic,6,481.04,0,17,2,0.97,East
2775,Female,63,Silver,2,696.31,1,56,4,0.05,West
2776,Female,31,Gold,5,634.95,1,8,4,0.27,North
2777,Male,58,Silver,2,867.27,1,64,4,0.61,East
2778,Male,53,Gold,3,770.29,0,69,5,0.76,East
2779,Male,40,Platinum,3,465.15,1,10,4,0.81,West
2780,Male,60,Gold,6,688.07,1,50,5,0.88,North
2781,Male,23,Silver,4,476.95,0,55,5,0.17,North
2782,Female,64,Basic,4,755.72,0,14,2,0.37,South
2783,Male,22,Silver,4,561.93,0,27,1,0.71,North
2784,Female,60,Silver,3,594.09,1,5,3,0.72,North
2785,Female,42,Gold,3,625.41,0,79,5,0.31,South
2786,Female,35,Gold,4,517.33,1,28,5,0.3,North
2787,Female,30,Gold,2,615.97,0,5,5,0.32,West
2788,Male,60,Gold,1,668.83,0,86,3,0.89,East
2789,Female,31,Basic,5,557.83,1,12,4,0.91,West
2790,Female,45,Basic,2,632.9,0,8,4,0.01,North
2791,Female,35,Basic,5,488.4,1,59,3,0.33,South
2792,Male,45,Platinum,1,415.41,0,65,3,0.39,West
2793,Male,44,Gold,4,594.89,0,60,4,0.98,West
2794,Male,49,Silver,3,752.62,0,80,4,0.94,East
2795,Female,64,Gold,5,747.72,1,55,4,0.63,South
2796,Female,26,Gold,3,738.31,0,43,3,0.05,West
2797,Male,57,Platinum,5,751.48,1,41,3,0.19,North
2798,Female,49,Gold,2,627.62,0,10,4,0.43,East
2799,Male,37,Silver,1,517.76,0,75,5,0.96,West
2800,Male,45,Silver,7,560.86,1,84,5,0.09,North
2801,Female,50,Basic,6,581.84,0,7,4,0.79,West
2802,Female,21,Silver,7,501.3,1,21,5,0.19,West
2803,Female,63,Silver,0,688.94,1,75,1,0.51,South
2804,Female,51,Basic,10,508.19,0,87,5,0.77,West
2805,Male,20,Gold,1,322.54,0,44,4,0.69,South
2806,Male,43,Silver,2,758.79,0,82,5,0.78,North
2807,Male,25,Platinum,5,676.55,0,88,1,0.81,South
2808,Male,23,Basic,5,341.21,0,86,5,0.31,North
2809,Male,33,Silver,5,502.81,1,37,4,0.36,South
2810,Female,41,Silver,4,585.56,0,44,3,0.82,South
2811,Male,56,Basic,2,599.54,0,65,3,0.04,South
2812,Male,47,Silver,3,915.71,1,6,3,0.51,South
2813,Male,62,Basic,7,456.12,1,38,3,0.92,East
2814,Female,30,Basic,2,446.84,0,43,3,0.89,West
2815,Female,22,Basic,5,790.72,0,57,4,0.8,East
2816,Female,42,Basic,4,572.51,0,75,5,0.02,North
2817,Female,37,Gold,2,776.0,0,80,5,0.89,North
2818,Male,35,Basic,1,560.12,0,70,3,0.91,West
2819,Male,64,Silver,4,782.79,1,65,2,0.66,North
2820,Female,35,Gold,2,558.37,0,55,3,0.3,North
2821,Female,19,Silver,3,581.26,1,35,2,0.49,South
2822,Male,27,Platinum,5,444.43,0,24,5,0.76,West
2823,Male,62,Gold,3,859.2,1,38,4,0.81,South
2824,Female,64,Gold,3,486.93,0,3,4,0.34,West
2825,Female,29,Basic,4,408.43,0,51,3,0.33,South
2826,Female,64,Gold,4,843.02,0,61,4,0.74,West
2827,Female,30,Gold,4,698.83,0,40,5,0.69,North
2828,Male,64,Basic,4,837.67,1,54,4,0.51,East
2829,Male,28,Basic,3,493.02,1,66,5,0.42,North
2830,Male,36,Basic,4,690.77,1,60,1,0.66,West
